DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP (vent/cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Tower Dry Bulb Temp [deg C],Avg Tower RH [%],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 6ft [m/s]
1/1/2015,1,5.6811,162.0221,43.7663,-9.8063,49.5003,-1.0000,1.2809
1/1/2015,2,5.4072,155.1014,53.3493,-10.1540,54.3278,-1.0000,1.7047
1/1/2015,3,5.3616,144.8579,72.3594,-10.4862,60.9407,-1.0000,2.0232
1/1/2015,4,5.6720,133.5863,84.7450,-9.5257,59.4730,-1.0000,2.4713
1/1/2015,5,5.5364,122.0824,94.4755,-9.2808,53.8558,-1.0000,1.9065
1/1/2015,6,5.6236,110.7115,103.2422,-9.2298,55.7110,-1.0000,1.7082
1/1/2015,7,5.2807,99.7383,111.9352,-9.7462,62.0095,-1.0000,1.2613
1/1/2015,8,26.6386,89.2748,121.1623,-8.7616,59.1908,-0.7833,1.1903
1/1/2015,9,147.1082,80.0749,131.4259,-5.9352,51.1527,6.5667,1.5417
1/1/2015,10,310.5530,72.2939,143.1410,-4.0653,43.8102,3.6833,1.3887
1/1/2015,11,248.6102,66.5096,156.5152,-3.5100,34.1675,34.3000,0.5115
1/1/2015,12,300.8639,63.3159,171.3191,-3.2737,34.2453,89.9000,0.7909
1/1/2015,13,233.5707,63.1182,186.7493,-3.4746,35.9748,97.4000,1.2399
1/1/2015,14,154.0749,65.9439,201.6905,-4.0460,36.5947,97.1000,1.8522
1/1/2015,15,109.2056,71.4272,215.2744,-3.8698,35.6097,96.1667,0.5488
1/1/2015,16,54.4407,78.9877,227.2000,-4.1237,35.3268,92.7333,0.5928
1/1/2015,17,15.5940,88.0099,237.6332,-4.4559,39.1072,20.3667,0.9833
1/1/2015,18,0.2568,98.3727,246.9723,-4.9582,58.9710,-1.0000,1.4351
1/1/2015,19,0.3534,109.2751,255.7114,-5.1126,74.2677,-1.0000,0.9092
1/1/2015,20,0.3707,120.6075,264.4404,-6.3055,90.6233,-1.0000,0.2135
1/1/2015,21,1.0261,132.1072,273.9976,-6.2579,91.2283,-1.0000,0.0000
1/1/2015,22,1.9838,143.4305,285.9236,-6.4300,91.6633,-1.0000,0.1601
1/1/2015,23,1.1873,153.8687,303.7594,-6.1012,88.7400,-1.0000,0.3151
1/2/2015,0,0.7450,161.4058,335.0806,-5.8599,85.8317,-1.0000,1.3754
1/2/2015,1,1.4304,161.9718,43.3613,-4.8809,76.0365,-1.0000,1.4630
1/2/2015,2,3.6452,155.1100,53.0214,-5.0027,72.6580,-1.0000,1.4574
1/2/2015,3,5.3410,144.8918,72.1262,-5.5038,71.9703,-1.0000,1.8067
1/2/2015,4,5.4240,133.6283,84.5632,-5.4311,67.4582,-1.0000,2.0404
1/2/2015,5,5.4302,122.1245,94.3203,-5.7515,63.1312,-1.0000,2.4348
1/2/2015,6,4.3983,110.7489,103.1001,-6.2981,61.7743,-1.0000,1.7942
1/2/2015,7,4.5887,99.7670,111.7981,-6.5977,60.8760,-1.0000,1.6061
1/2/2015,8,25.9194,89.2904,121.0250,-6.0459,56.9027,-0.7833,1.7205
1/2/2015,9,184.5732,80.0744,131.2855,-3.9959,51.1603,6.0167,1.7696
1/2/2015,10,305.6664,72.2723,142.9975,-0.1878,42.8618,61.6333,0.6951
1/2/2015,11,449.0978,66.4630,156.3731,2.1653,38.6360,7.8167,0.5146
1/2/2015,12,503.9300,63.2426,171.1877,3.2459,39.4100,0.8500,0.7338
1/2/2015,13,506.5616,63.0203,186.6394,4.6876,37.1217,0.0000,0.4799
1/2/2015,14,444.3823,65.8270,201.6086,3.0972,41.4898,0.0000,1.8413
1/2/2015,15,332.0879,71.2981,215.2204,3.4038,42.1467,0.0000,1.0221
1/2/2015,16,179.6525,78.8526,227.1692,3.8352,41.5840,0.0000,0.4430
1/2/2015,17,32.7728,87.8682,237.6202,1.4995,50.4287,-0.5667,0.2145
1/2/2015,18,5.4549,98.2330,246.9727,-1.0145,57.3887,-1.0000,0.9041
1/2/2015,19,5.5516,109.1355,255.7219,-1.5546,58.0463,-1.0000,0.7280
1/2/2015,20,5.9676,120.4683,264.4584,-1.8663,59.3632,-1.0000,1.1128
1/2/2015,21,5.7986,131.9679,274.0193,-2.2089,60.5973,-1.0000,1.0660
1/2/2015,22,5.8542,143.2904,285.9383,-2.1847,58.4527,-1.0000,1.8191
1/2/2015,23,5.9762,153.7293,303.7252,-1.7597,57.8008,-1.0000,1.9209
1/3/2015,0,5.7304,161.2842,334.8658,-2.3075,56.4083,-1.0000,1.6805
1/3/2015,1,5.4887,161.9132,42.9560,-3.1628,57.9247,-1.0000,1.1993
1/3/2015,2,5.8742,155.1115,52.6837,-2.7961,55.6682,-1.0000,1.1734
1/3/2015,3,5.8256,144.9196,71.8835,-2.8670,55.0915,-1.0000,1.2411
1/3/2015,4,6.7842,133.6647,84.3735,-0.7110,46.3557,-1.0000,1.5947
1/3/2015,5,6.8137,122.1612,94.1584,1.3396,39.1365,-1.0000,2.6597
1/3/2015,6,6.8424,110.7807,102.9521,1.7739,39.7677,-1.0000,3.4343
1/3/2015,7,6.5418,99.7900,111.6558,2.3855,40.2398,-1.0000,4.1369
1/3/2015,8,35.7843,89.3087,120.8832,2.6594,40.1965,0.8333,3.0398
1/3/2015,9,120.5699,80.0675,131.1413,3.4903,39.5668,69.0833,0.8229
1/3/2015,10,128.5465,72.2438,142.8512,1.8232,47.2847,83.7333,0.9783
1/3/2015,11,120.8065,66.4091,156.2295,0.6348,51.2970,96.6167,1.0065
1/3/2015,12,144.5854,63.1618,171.0564,0.9212,50.1620,97.9667,3.2635
1/3/2015,13,232.6885,62.9151,186.5314,-2.0134,72.8713,98.6667,2.5829
1/3/2015,14,206.2432,65.7034,201.5303,-2.2791,81.4430,96.4833,1.3944
1/3/2015,15,50.0554,71.1632,215.1712,-3.8755,90.6717,94.5667,3.1435
1/3/2015,16,34.0236,78.7123,227.1441,-7.8054,91.5633,84.8333,3.6303
1/3/2015,17,19.0894,87.7223,237.6133,-9.8400,89.4233,13.4167,2.6538
1/3/2015,18,0.2003,98.0894,246.9797,-10.4225,89.6017,-1.0000,1.2706
1/3/2015,19,-0.2532,108.9926,255.7396,-11.1922,88.7750,-1.0000,2.0881
1/3/2015,20,0.1027,120.3259,264.4843,-11.9833,88.0883,-1.0000,1.8596
1/3/2015,21,0.3869,131.8255,274.0502,-12.5715,86.9717,-1.0000,1.2681
1/3/2015,22,0.8818,143.1469,285.9642,-13.0597,86.6883,-1.0000,1.9617
1/3/2015,23,1.0143,153.5853,303.7051,-14.0878,85.6950,-1.0000,1.9851
1/4/2015,0,1.3528,161.1559,334.6653,-14.5457,84.4633,-1.0000,1.5026
1/4/2015,1,3.8368,161.8463,48.5513,-15.1273,83.7033,-1.0000,0.6189
1/4/2015,2,4.3312,155.1057,52.3369,-15.8293,85.4217,-1.0000,0.4675
1/4/2015,3,4.1710,144.9413,71.6316,-15.5242,84.0087,-1.0000,0.9652
1/4/2015,4,4.1711,133.6956,84.1761,-15.6560,83.3113,-1.0000,1.2159
1/4/2015,5,3.5611,122.1924,93.9898,-14.6650,82.4812,-1.0000,1.2153
1/4/2015,6,3.7330,110.8070,102.7984,-15.3755,83.3362,-1.0000,1.1672
1/4/2015,7,4.9733,99.8072,111.5085,-12.7090,75.5837,-1.0000,2.1960
1/4/2015,8,29.0896,89.3126,120.7370,-12.5968,73.7493,2.0333,1.9384
1/4/2015,9,116.5240,80.0540,130.9934,-12.5902,74.2643,28.1333,1.7960
1/4/2015,10,183.3139,72.2083,142.7021,-9.3735,62.8707,73.0500,1.6124
1/4/2015,11,253.7359,66.3478,156.0844,-9.8423,65.9195,92.8500,1.1305
1/4/2015,12,298.2730,63.0736,170.9254,-7.7943,63.4208,84.3667,1.3501
1/4/2015,13,561.5303,62.8028,186.4255,-3.0522,50.9513,36.7000,1.3904
1/4/2015,14,431.3488,65.5732,201.4558,-0.9683,48.4467,40.9500,1.3949
1/4/2015,15,427.2813,71.0223,215.1269,1.1810,41.1710,38.5667,1.1391
1/4/2015,16,276.1479,78.5670,227.1246,0.8391,45.9275,82.3333,2.4091
1/4/2015,17,33.7313,87.5723,237.6127,-1.4325,53.2980,20.3500,2.4465
1/4/2015,18,5.5834,97.9422,246.9933,0.1810,44.2835,-1.0000,2.7804
1/4/2015,19,4.3889,108.8464,255.7644,0.2866,42.9307,-1.0000,1.7359
1/4/2015,20,4.2034,120.1806,264.5183,-0.7890,48.6535,-1.0000,0.9039
1/4/2015,21,4.1157,131.6801,274.0904,-0.0818,44.4042,-1.0000,1.2019
1/4/2015,22,5.1638,143.0001,286.0012,0.8233,38.7977,-1.0000,1.2253
1/4/2015,23,3.3279,153.4369,303.6990,-1.1763,45.9878,-1.0000,2.9843
1/5/2015,0,1.3138,161.0209,334.4793,-9.7970,71.1892,-1.0000,2.0405
1/5/2015,1,2.6886,161.7711,48.1480,-12.8677,80.4250,-1.0000,1.0661
1/5/2015,2,2.5175,155.0927,51.9813,-13.3885,81.1820,-1.0000,1.6092
1/5/2015,3,2.2547,144.9568,71.3707,-13.9913,83.5933,-1.0000,1.0267
1/5/2015,4,3.1521,133.7207,83.9709,-10.7597,75.0918,-1.0000,2.0272
1/5/2015,5,5.2237,122.2181,93.8148,-2.1124,49.2113,-1.0000,1.4650
1/5/2015,6,4.0830,110.8277,102.6391,1.2355,39.8050,-1.0000,1.6095
1/5/2015,7,2.6497,99.8185,111.3563,0.3007,44.2492,-1.0000,2.0248
1/5/2015,8,9.4001,89.3105,120.5864,1.8631,42.4838,0.6833,1.3864
1/5/2015,9,73.2641,80.0340,130.8418,2.7146,40.8332,74.7000,1.9732
1/5/2015,10,119.1276,72.1658,142.5503,5.0704,39.3685,94.1167,2.3548
1/5/2015,11,180.1749,66.2792,155.9379,8.6230,34.6380,95.4167,2.2100
1/5/2015,12,208.1337,62.9780,170.7946,11.2613,32.8803,95.4167,2.9929
1/5/2015,13,224.0702,62.6833,186.3218,13.3267,31.4713,96.0333,2.8814
1/5/2015,14,231.4890,65.4365,201.3852,12.9767,32.7295,94.5000,1.8373
1/5/2015,15,192.9058,70.8757,215.0877,12.4163,34.5437,94.6667,1.9423
1/5/2015,16,102.1810,78.4167,227.1109,11.1237,39.9342,92.1167,1.9845
1/5/2015,17,27.7218,87.4182,237.6184,10.7400,41.3808,18.9167,0.9600
1/5/2015,18,4.3822,97.7912,247.0137,12.4862,36.4232,-1.0000,2.2985
1/5/2015,19,3.0709,108.6970,255.7965,12.3933,37.6825,-1.0000,1.9361
1/5/2015,20,3.6227,120.0323,264.5602,12.2115,38.4968,-1.0000,2.5406
1/5/2015,21,2.4291,131.5318,274.1397,11.2003,42.9262,-1.0000,3.3449
1/5/2015,22,3.2653,142.8499,286.0494,10.5278,44.9680,-1.0000,1.3444
1/5/2015,23,3.7342,153.2841,303.7068,11.5068,41.2060,-1.0000,2.8277
1/6/2015,0,5.1708,160.8794,334.3079,10.7423,43.1763,-1.0000,4.3564
1/6/2015,1,4.8225,161.6877,53.7468,9.1069,49.5577,-1.0000,2.6041
1/6/2015,2,2.8740,155.0722,51.6175,1.7523,78.5167,-1.0000,2.0152
1/6/2015,3,3.4266,144.9661,71.1011,-0.1447,88.3852,-1.0000,1.6713
1/6/2015,4,3.5127,133.7401,83.7583,-1.8568,96.8183,-1.0000,1.1319
1/6/2015,5,3.9829,122.2381,93.6333,-2.0878,96.4850,-1.0000,0.9739
1/6/2015,6,3.7115,110.8427,102.4742,-1.7935,94.0883,-1.0000,1.2741
1/6/2015,7,3.9992,99.8239,111.1992,-0.9381,90.3970,-1.0000,2.6103
1/6/2015,8,28.6315,89.3024,120.4316,4.5713,62.5405,0.5833,1.7282
1/6/2015,9,144.6494,80.0074,130.6867,9.3476,43.8492,41.8667,0.5370
1/6/2015,10,255.5562,72.1163,142.3958,9.1183,46.4390,27.9500,1.1409
1/6/2015,11,405.0482,66.2034,155.7900,11.6032,40.3083,21.3667,0.5237
1/6/2015,12,544.2676,62.8750,170.6641,12.9293,37.1747,29.8167,0.7824
1/6/2015,13,518.3544,62.5567,186.2203,15.9012,29.2472,21.8000,1.5325
1/6/2015,14,388.8184,65.2932,201.3184,14.8828,28.6338,53.1833,2.7857
1/6/2015,15,188.3951,70.7234,215.0535,12.5833,33.2535,91.5833,5.6373
1/6/2015,16,119.3899,78.2615,227.1030,12.3852,33.9443,89.0167,5.4142
1/6/2015,17,40.2908,87.2602,237.6303,11.9712,34.9910,8.9833,5.2506
1/6/2015,18,4.7053,97.6368,247.0407,11.3132,36.2608,-1.0000,3.1104
1/6/2015,19,4.2368,108.5445,255.8357,10.7462,37.9210,-1.0000,1.7151
1/6/2015,20,3.6796,119.8811,264.6100,10.9827,37.3553,-1.0000,0.9961
1/6/2015,21,4.0910,131.3806,274.1981,10.7360,38.4352,-1.0000,2.3726
1/6/2015,22,5.6553,142.6965,286.1084,10.5607,38.5207,-1.0000,2.5986
1/6/2015,23,1.2073,153.1272,303.7283,4.7277,65.4687,-1.0000,3.8930
1/7/2015,0,-1.9966,160.7316,334.1510,-2.9513,97.2233,-1.0000,3.4040
1/7/2015,1,-0.7227,161.5960,53.3484,-4.9106,97.0683,-1.0000,2.1777
1/7/2015,2,-0.6355,155.0443,51.2461,-5.5012,95.6250,-1.0000,1.8798
1/7/2015,3,-0.7894,144.9689,70.8230,-6.2687,94.6833,-1.0000,2.1103
1/7/2015,4,-0.8678,133.7537,83.5384,-7.4021,93.6267,-1.0000,2.3746
1/7/2015,5,-0.7537,122.2525,93.4457,-8.2577,92.6233,-1.0000,1.6988
1/7/2015,6,-0.8484,110.8520,102.3039,-8.7767,92.0933,-1.0000,1.9075
1/7/2015,7,-0.7680,99.8234,111.0373,-9.4062,91.4633,-1.0000,1.6623
1/7/2015,8,0.9285,89.2798,120.2727,-9.6168,91.2017,1.4000,1.5098
1/7/2015,9,12.6454,79.9743,130.5282,-9.7395,91.0600,68.4167,0.9659
1/7/2015,10,43.2405,72.0598,142.2389,-9.6407,91.0600,96.0667,0.0000
1/7/2015,11,71.5973,66.1202,155.6409,-9.5982,91.0733,97.3333,0.0000
1/7/2015,12,131.8770,62.7647,170.5342,-9.0565,91.6333,97.6000,0.0000
1/7/2015,13,225.4353,62.4230,186.1211,-7.9874,92.4517,97.8333,0.0000
1/7/2015,14,241.6916,65.1435,201.2555,-7.3835,92.9350,97.5333,0.0000
1/7/2015,15,301.2057,70.5654,215.0245,-6.1251,93.7133,76.1000,0.0000
1/7/2015,16,132.1118,78.1016,227.1010,-5.9031,93.5067,17.4667,0.0000
1/7/2015,17,37.9809,87.0982,237.6485,-6.2358,93.2800,1.6667,0.0000
1/7/2015,18,4.6382,97.4789,247.0743,-6.6397,92.7383,-1.0000,0.0000
1/7/2015,19,4.1056,108.3889,255.8821,-6.7104,92.1333,-1.0000,0.0000
1/7/2015,20,3.9956,119.7271,264.6676,-6.5980,90.9150,-1.0000,0.0000
1/7/2015,21,3.6474,131.2266,274.2655,-4.3770,88.7950,-1.0000,0.0000
1/7/2015,22,4.8417,142.5400,286.1783,3.7232,55.1727,-1.0000,1.2651
1/7/2015,23,6.7229,152.9660,303.7632,7.9722,32.3393,-1.0000,0.9012
1/8/2015,0,6.6001,160.5775,334.0087,9.8260,24.4230,-1.0000,1.9672
1/8/2015,1,6.3528,161.4962,58.9535,12.7120,17.0027,-1.0000,4.8827
1/8/2015,2,4.5830,155.0088,50.8675,10.3705,21.4420,-1.0000,2.7239
1/8/2015,3,5.6645,144.9653,70.5368,7.5899,26.1645,-1.0000,2.3874
1/8/2015,4,6.5683,133.7613,83.3113,8.7313,23.2705,-1.0000,1.9378
1/8/2015,5,6.5717,122.2612,93.2519,8.5074,25.0502,-1.0000,2.4653
1/8/2015,6,7.6476,110.8554,102.1283,12.8203,18.4075,-1.0000,5.2003
1/8/2015,7,6.2263,99.8169,110.8708,10.8148,22.9120,-1.0000,4.3636
1/8/2015,8,26.5895,89.2598,120.1097,11.6997,21.4775,-0.2167,4.8829
1/8/2015,9,158.3661,79.9346,130.3663,12.9928,21.0145,2.0000,1.7996
1/8/2015,10,308.5951,71.9964,142.0794,12.7473,26.1892,2.0333,2.5065
1/8/2015,11,426.7677,66.0299,155.4907,8.0712,44.3008,2.0333,2.3251
1/8/2015,12,497.1910,62.6471,170.4047,8.6378,43.6375,2.0000,2.1019
1/8/2015,13,504.2933,62.2824,186.0243,9.0185,42.2020,2.0000,2.2201
1/8/2015,14,448.4324,64.9874,201.1967,9.3302,41.3718,2.0000,2.0566
1/8/2015,15,338.2830,70.4019,215.0007,9.1513,41.5660,2.0000,2.0247
1/8/2015,16,188.1662,77.9369,227.1049,7.8726,43.3542,2.0000,2.8813
1/8/2015,17,40.3909,86.9325,237.6731,5.9471,49.9643,0.6000,2.5377
1/8/2015,18,2.8786,97.3176,247.1147,2.7117,67.2722,-1.0000,3.5595
1/8/2015,19,-0.3531,108.2304,255.9356,1.0392,81.1458,-1.0000,2.3911
1/8/2015,20,-0.1793,119.5705,264.7332,0.0774,85.9283,-1.0000,1.7730
1/8/2015,21,-1.8265,131.0700,274.3419,-2.3236,93.6317,-1.0000,3.7119
1/8/2015,22,-1.1700,142.3805,286.2590,-4.1973,97.1433,-1.0000,3.3357
1/8/2015,23,-0.3429,152.8009,303.8115,-4.7074,97.0133,-1.0000,3.1406
1/9/2015,0,-0.7901,160.4172,333.8811,-6.0592,96.1517,-1.0000,3.2662
1/9/2015,1,-1.2530,161.3882,58.5629,-7.2294,94.0650,-1.0000,2.5448
1/9/2015,2,-1.4126,154.9658,50.4825,-7.9592,92.7483,-1.0000,2.1156
1/9/2015,3,-0.9547,144.9551,70.2427,-8.4773,92.0300,-1.0000,0.9559
1/9/2015,4,-0.6505,133.7630,83.0773,-8.5573,91.9833,-1.0000,1.4622
1/9/2015,5,-0.8636,122.2641,93.0522,-8.2678,92.5933,-1.0000,1.4119
1/9/2015,6,-0.8944,110.8531,101.9476,-7.8516,92.6250,-1.0000,0.3448
1/9/2015,7,-1.0216,99.8044,110.6997,-7.8899,92.6917,-1.0000,0.6050
1/9/2015,8,6.4716,89.2337,119.9427,-8.0093,92.5017,1.6833,0.3360
1/9/2015,9,47.9312,79.8883,130.2010,-7.7139,92.6800,77.7167,0.1354
1/9/2015,10,122.5914,71.9261,141.9176,-7.2005,92.8783,96.4167,0.6154
1/9/2015,11,194.1388,65.9323,155.3393,-6.4216,92.9550,98.1833,0.7997
1/9/2015,12,227.4030,62.5223,170.2758,-5.7551,92.6600,98.5667,0.4086
1/9/2015,13,198.2505,62.1348,185.9300,-5.2903,92.5617,98.6500,0.5050
1/9/2015,14,223.2638,64.8251,201.1420,-4.9092,91.4850,97.9667,0.3098
1/9/2015,15,162.2021,70.2329,214.9821,-4.5920,92.7217,95.0167,1.0687
1/9/2015,16,72.6277,77.7676,227.1147,-4.7272,94.7483,82.7000,0.6661
1/9/2015,17,15.9613,86.7631,237.7040,-4.9001,96.1000,23.6833,1.1230
1/9/2015,18,0.2348,97.1531,247.1618,-5.2641,96.2450,-1.0000,0.8105
1/9/2015,19,0.6691,108.0691,255.9962,-4.7588,95.9033,-1.0000,0.6772
1/9/2015,20,0.7197,119.4113,264.8065,-4.8215,96.4517,-1.0000,0.8878
1/9/2015,21,0.1089,130.9107,274.4271,-5.1821,97.6867,-1.0000,0.4497
1/9/2015,22,-0.0669,142.2179,286.3502,-5.4090,98.0317,-1.0000,0.4233
1/9/2015,23,0.3343,152.6317,303.8730,-5.6779,97.6183,-1.0000,0.1677
1/10/2015,0,1.4751,160.2509,333.7679,-5.9517,96.9300,-1.0000,0.5124
1/10/2015,1,2.0057,161.2721,64.1773,-5.1136,94.8350,-1.0000,0.7195
1/10/2015,2,1.8980,154.9150,50.0916,-4.1495,92.3650,-1.0000,0.8475
1/10/2015,3,3.9756,144.9383,69.9411,1.1208,63.2180,-1.0000,1.2203
1/10/2015,4,6.5536,133.7585,82.8366,5.4281,40.7323,-1.0000,2.1229
1/10/2015,5,8.3434,122.2611,92.8467,8.1109,28.9073,-1.0000,3.4410
1/10/2015,6,7.1605,110.8449,101.7617,8.5677,27.2152,-1.0000,2.9449
1/10/2015,7,6.6028,99.7859,110.5242,8.5626,28.0925,-1.0000,4.7278
1/10/2015,8,20.2636,89.2015,119.7719,9.1553,26.4663,4.6000,4.1467
1/10/2015,9,87.8128,79.8354,130.0326,9.3848,27.9875,89.8500,2.0301
1/10/2015,10,224.6045,71.8488,141.7535,9.0353,34.3002,95.9667,1.2676
1/10/2015,11,365.0007,65.8276,155.1869,8.9999,36.5550,97.7833,1.3747
1/10/2015,12,440.2556,62.3903,170.1475,11.6207,29.4407,61.1833,0.6977
1/10/2015,13,512.2478,61.9804,185.8381,12.5315,27.5690,14.9000,1.3960
1/10/2015,14,439.9710,64.6565,201.0915,12.7335,25.4713,7.0667,2.0974
1/10/2015,15,327.1802,70.0586,214.9688,12.7522,24.9690,5.7667,1.6842
1/10/2015,16,190.0355,77.5937,227.1304,11.7847,26.6233,2.6667,1.7383
1/10/2015,17,42.9786,86.5901,237.7412,9.8212,32.6062,0.8333,1.0385
1/10/2015,18,5.7728,96.9854,247.2155,7.4462,43.3885,-1.0000,0.6957
1/10/2015,19,5.8214,107.9051,256.0640,6.0422,43.6627,-1.0000,1.6898
1/10/2015,20,6.1239,119.2496,264.8875,5.5082,42.9535,-1.0000,1.5829
1/10/2015,21,5.7230,130.7490,274.5211,5.0486,44.3000,-1.0000,1.3818
1/10/2015,22,5.1490,142.0525,286.4518,3.9504,54.4833,-1.0000,1.0131
1/10/2015,23,4.9693,152.4586,303.9473,2.9118,57.7422,-1.0000,0.8365
1/11/2015,0,5.3111,160.0786,333.6692,1.8757,62.1173,-1.0000,0.6619
1/11/2015,1,5.6790,161.1480,63.7971,1.7316,60.4023,-1.0000,1.1669
1/11/2015,2,5.8625,154.8566,49.6953,2.4566,55.1962,-1.0000,0.9824
1/11/2015,3,5.2944,144.9147,69.6323,2.0739,55.7897,-1.0000,1.1914
1/11/2015,4,6.3380,133.7480,82.5894,3.1321,50.2570,-1.0000,1.7715
1/11/2015,5,5.3975,122.2522,92.6355,4.1878,47.3677,-1.0000,1.9101
1/11/2015,6,4.3104,110.8308,101.5710,4.8837,43.0483,-1.0000,1.8627
1/11/2015,7,2.1206,99.7614,110.3443,4.9936,44.0945,-1.0000,1.9933
1/11/2015,8,4.8567,89.1633,119.5974,4.7197,49.2097,3.2833,0.8815
1/11/2015,9,15.9896,79.7760,129.8611,2.9277,57.6907,78.4333,1.5560
1/11/2015,10,36.9592,71.7646,141.5871,2.6021,60.2498,96.7500,0.8875
1/11/2015,11,76.2009,65.7157,155.0335,3.4065,57.1777,98.3333,0.4667
1/11/2015,12,298.1793,62.2511,170.0200,4.6838,51.9087,96.7667,2.0775
1/11/2015,13,234.3993,61.8192,185.7489,4.3525,62.0402,93.8000,2.6658
1/11/2015,14,245.6082,64.4818,201.0452,4.7777,62.8747,98.3167,0.9346
1/11/2015,15,102.5304,69.8790,214.9609,4.2021,69.6880,97.8667,1.3771
1/11/2015,16,14.8087,77.4155,227.1522,2.6813,83.4002,93.0333,1.8359
1/11/2015,17,3.6400,86.4137,237.7848,2.1674,87.5683,23.3333,0.3442
1/11/2015,18,-1.7618,96.8146,247.2759,1.4830,91.3183,-1.0000,0.4559
1/11/2015,19,-1.3633,107.7384,256.1388,0.4569,97.5600,-1.0000,1.0213
1/11/2015,20,-1.0838,119.0854,264.9763,0.8216,93.8767,-1.0000,0.4779
1/11/2015,21,-1.1467,130.5848,274.6238,0.1930,97.7067,-1.0000,2.0374
1/11/2015,22,-0.9104,141.8843,286.5637,-0.6073,92.5217,-1.0000,1.7784
1/11/2015,23,-0.6210,152.2818,304.0343,-0.9473,89.7717,-1.0000,1.3432
1/12/2015,0,-0.6754,159.9004,333.5849,-1.5109,90.8817,-1.0000,2.3811
1/12/2015,1,-0.5298,161.0159,63.4231,-2.6233,91.2467,-1.0000,1.7129
1/12/2015,2,-0.2474,154.7904,49.2944,-2.8516,93.4233,-1.0000,1.7329
1/12/2015,3,-0.4309,144.8844,69.3167,-3.3763,97.7267,-1.0000,1.7286
1/12/2015,4,-0.3807,133.7312,82.3359,-3.8368,98.2883,-1.0000,1.4149
1/12/2015,5,-0.3637,122.2373,92.4188,-4.0957,98.6500,-1.0000,1.1942
1/12/2015,6,-0.2736,110.8107,101.3754,-4.2091,98.4933,-1.0000,1.0086
1/12/2015,7,-0.3764,99.7307,110.1603,-4.5515,97.5233,-1.0000,1.4812
1/12/2015,8,1.7362,89.1190,119.4191,-4.9013,96.9600,1.1833,1.3561
1/12/2015,9,23.4456,79.7101,129.6866,-4.7712,96.8267,79.9167,0.9789
1/12/2015,10,72.7260,71.6735,141.4187,-4.3108,96.9633,96.2167,0.7444
1/12/2015,11,83.8603,65.5967,154.8793,-4.2283,96.6433,97.6333,1.3102
1/12/2015,12,90.3526,62.1049,169.8933,-4.3843,97.3883,98.4500,1.6097
1/12/2015,13,83.2369,61.6512,185.6624,-4.7980,97.1950,98.4667,2.2041
1/12/2015,14,55.8892,64.3010,201.0033,-5.3874,96.4833,97.4167,2.0232
1/12/2015,15,49.2295,69.6942,214.9584,-5.5283,96.0517,97.1333,1.5585
1/12/2015,16,26.0610,77.2329,227.1800,-5.5699,95.7300,85.5167,1.2266
1/12/2015,17,6.1589,86.2338,237.8348,-5.5992,95.6117,25.9167,1.1531
1/12/2015,18,-0.3392,96.6409,247.3429,-5.6098,95.4967,-1.0000,0.9090
1/12/2015,19,-0.4071,107.5692,256.2206,-5.5502,95.4833,-1.0000,1.0548
1/12/2015,20,-0.3581,118.9190,265.0727,-5.6384,95.3350,-1.0000,0.8483
1/12/2015,21,-0.2707,130.4182,274.7351,-5.5022,95.3933,-1.0000,0.3021
1/12/2015,22,-0.3140,141.7133,286.6858,-5.3940,95.5250,-1.0000,0.0000
1/12/2015,23,-0.2896,152.1012,304.1337,-5.3663,95.5117,-1.0000,0.0000
1/13/2015,0,-0.3095,159.7165,333.5147,-5.3432,95.4983,-1.0000,0.0000
1/13/2015,1,-0.2284,160.8759,69.0558,-5.3773,95.4750,-1.0000,0.0000
1/13/2015,2,-0.1320,154.7165,48.8893,-5.2907,95.4883,-1.0000,0.0000
1/13/2015,3,-0.2042,144.8473,68.9945,-5.2565,95.5633,-1.0000,0.0000
1/13/2015,4,-0.1251,133.7082,82.0763,-5.3304,95.4250,-1.0000,0.0000
1/13/2015,5,-0.1569,122.2164,92.1968,-5.3864,95.3900,-1.0000,0.0000
1/13/2015,6,-0.1579,110.7847,101.1752,-5.3566,95.5483,-1.0000,0.0000
1/13/2015,7,0.0973,99.6940,109.9721,-5.1925,95.6917,-1.0000,0.0000
1/13/2015,8,12.8788,89.0601,119.2373,-4.9129,95.9567,8.6500,0.0000
1/13/2015,9,83.7247,79.6376,129.5092,-4.4336,96.1033,83.1000,0.0000
1/13/2015,10,268.4682,71.5756,141.2481,-2.9189,95.7850,32.4833,0.0000
1/13/2015,11,359.1657,65.4707,154.7242,-0.2870,96.1433,17.2333,0.7861
1/13/2015,12,316.0303,61.9517,169.7674,-0.6460,94.6900,36.9833,1.6232
1/13/2015,13,285.6346,61.4766,185.5786,-0.3163,93.4367,87.7167,2.2768
1/13/2015,14,127.2960,64.1143,200.9657,-0.1215,89.6900,98.6667,1.6536
1/13/2015,15,57.3474,69.5043,214.9614,-0.4400,87.6067,97.9333,1.8444
1/13/2015,16,16.0067,77.0461,227.2138,-1.0879,89.0633,82.5333,1.1932
1/13/2015,17,4.0327,86.0506,237.8912,-1.5614,95.5900,13.2167,0.1756
