DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP (vent/cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Tower Dry Bulb Temp [deg C],Avg Tower RH [%],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 6ft [m/s]
2/18/2015,0,5.4048,150.1102,338.0380,-5.9643,64.1892,-1.0000,2.0305
2/18/2015,1,5.1600,151.4958,92.0947,-6.8058,69.5938,-1.0000,1.1613
2/18/2015,2,4.3628,147.1566,35.7722,-7.7690,77.0235,-1.0000,1.5398
2/18/2015,3,4.0462,138.8571,56.1543,-7.3328,73.9227,-1.0000,0.9567
2/18/2015,4,4.9878,128.5505,70.7872,-7.3941,72.1238,-1.0000,0.4951
2/18/2015,5,5.0654,117.3540,82.2040,-7.9290,75.8457,-1.0000,1.0634
2/18/2015,6,5.5945,105.8525,92.0823,-5.8840,60.0843,-1.0000,1.5887
2/18/2015,7,9.1811,94.3448,101.4818,0.6810,27.5003,-1.0000,1.9612
2/18/2015,8,106.0198,83.2348,111.1876,1.2594,28.1120,1.5000,2.1954
2/18/2015,9,298.6248,73.0050,121.9111,3.9952,23.0312,0.0167,2.5892
2/18/2015,10,483.4474,63.9527,134.3661,5.1350,22.9257,0.0000,5.0453
2/18/2015,11,622.0483,56.8143,149.1591,6.1925,23.7945,0.0000,5.5233
2/18/2015,12,703.4305,52.4376,166.3640,8.1374,24.2900,0.0000,3.1106
2/18/2015,13,718.9656,51.5503,184.9601,9.5137,24.4605,0.0000,2.3916
2/18/2015,14,662.4016,54.3251,203.0344,8.9264,28.6768,0.0000,2.3202
2/18/2015,15,544.6319,60.2505,219.0325,8.8343,30.8117,0.0000,2.1021
2/18/2015,16,378.1789,68.4849,232.5560,8.5642,30.8658,0.0000,1.7099
2/18/2015,17,180.3957,78.2367,244.0318,7.2390,34.6207,0.0000,1.5490
2/18/2015,18,25.9074,88.8929,254.1543,4.9711,46.3247,-0.6500,1.1250
2/18/2015,19,5.8292,100.3323,263.6371,3.6092,47.8280,-1.0000,0.7926
2/18/2015,20,6.0227,111.8261,273.2160,2.6160,51.3320,-1.0000,1.2828
2/18/2015,21,6.1409,123.1958,283.7894,2.5388,48.5798,-1.0000,1.2903
2/18/2015,22,5.7915,133.9808,296.6896,2.0237,47.3688,-1.0000,0.6102
2/18/2015,23,5.7737,143.3598,314.0385,1.7591,48.3715,-1.0000,0.5852
2/19/2015,0,5.9762,149.7794,338.2791,1.7367,46.5550,-1.0000,0.6165
2/19/2015,1,6.8458,151.1441,92.0581,4.9530,32.7923,-1.0000,1.1574
2/19/2015,2,6.5561,146.8331,35.5126,6.2640,28.2108,-1.0000,0.7821
2/19/2015,3,6.6103,138.5743,55.8301,5.3926,30.4143,-1.0000,1.2095
2/19/2015,4,7.0875,128.2962,70.4703,6.1208,26.6588,-1.0000,1.6846
2/19/2015,5,6.7841,117.1140,81.9089,6.0822,26.4445,-1.0000,1.2232
2/19/2015,6,6.3497,105.6154,91.8068,5.2326,27.2010,-1.0000,1.0678
2/19/2015,7,10.2308,94.0980,101.2216,3.1380,35.7655,-1.0000,1.6630
2/19/2015,8,123.7514,82.9820,110.9406,5.8581,29.0612,2.0833,1.1582
2/19/2015,9,348.0190,72.7267,121.6805,8.5698,26.4827,9.7333,0.9939
2/19/2015,10,432.1262,63.6472,134.1644,10.9412,21.6250,6.4833,1.0175
2/19/2015,11,602.1259,56.4811,149.0125,13.2088,20.9093,2.1833,1.9923
2/19/2015,12,493.8185,52.0854,166.3086,13.3805,22.9868,10.3833,2.7718
2/19/2015,13,724.1094,51.1982,185.0189,14.1687,21.7520,2.8667,3.4136
2/19/2015,14,625.1877,53.9944,203.1946,15.0973,21.2020,1.1017,1.9242
2/19/2015,15,553.3828,59.9529,219.2573,16.0525,19.4420,0.6500,2.3723
2/19/2015,16,290.9257,68.2211,232.8133,14.4277,19.9678,8.3000,2.4884
2/19/2015,17,157.4998,78.0015,244.3048,13.9032,19.2520,2.7667,2.6945
2/19/2015,18,33.8388,88.6755,254.4382,12.3785,21.9517,-0.2000,1.1135
2/19/2015,19,7.2541,100.1264,263.9341,11.3465,22.5153,-1.0000,2.9580
2/19/2015,20,7.2126,111.6217,273.5319,11.5488,20.8927,-1.0000,3.4136
2/19/2015,21,7.2363,122.9814,284.1313,11.2425,20.0120,-1.0000,2.7125
2/19/2015,22,6.6838,133.7416,297.0583,10.1113,22.8518,-1.0000,1.9241
2/19/2015,23,6.3526,143.0779,314.4032,8.3257,27.0812,-1.0000,1.3929
2/20/2015,0,6.3823,149.4462,338.5225,8.6612,26.3102,-1.0000,1.0981
2/20/2015,1,5.6252,150.7892,92.0272,7.5573,29.1830,-1.0000,0.9436
2/20/2015,2,6.3112,146.5051,35.2597,6.6839,32.6890,-1.0000,2.0719
2/20/2015,3,5.9474,138.2865,55.5100,6.9342,32.1772,-1.0000,0.9694
2/20/2015,4,5.9774,128.0371,70.1554,5.5691,37.8177,-1.0000,2.4403
2/20/2015,5,5.1550,116.8693,81.6144,2.0498,51.4690,-1.0000,3.3137
2/20/2015,6,5.7224,105.3738,91.5315,1.1240,50.5830,-1.0000,0.5157
2/20/2015,7,7.7370,93.8391,100.9612,0.5425,53.6355,-1.0000,1.0898
2/20/2015,8,98.6250,82.7249,110.6932,1.9164,48.8682,-0.1356,0.6546
2/20/2015,9,299.7640,72.4445,121.4493,4.6870,40.6495,0.0000,0.6147
2/20/2015,10,478.0694,63.3379,133.9623,6.5720,38.9103,0.0000,0.9284
2/20/2015,11,619.4255,56.1443,148.8665,8.2052,36.9018,0.6667,2.4937
2/20/2015,12,548.7287,51.7298,166.2555,7.3117,42.2017,45.8500,3.5295
2/20/2015,13,430.9000,50.8435,185.0822,7.0942,42.4305,52.8167,3.0815
2/20/2015,14,163.8343,53.6620,203.3605,7.3201,39.9857,98.0833,2.1569
2/20/2015,15,299.3612,59.6545,219.4879,6.4411,45.4925,97.6500,4.4916
2/20/2015,16,236.3183,67.9571,233.0759,5.9560,42.4648,91.9000,2.2491
2/20/2015,17,231.5869,77.7665,244.5824,7.2265,29.7613,68.9167,2.1457
2/20/2015,18,27.5334,88.4583,254.7261,3.1668,57.8612,16.0000,5.2517
2/20/2015,19,0.2714,99.9206,264.2347,0.1776,83.7567,-1.0000,1.5508
2/20/2015,20,0.3383,111.4170,273.8512,0.1689,83.9217,-1.0000,0.3165
2/20/2015,21,0.4534,122.7663,284.4763,0.2229,86.6133,-1.0000,0.4429
2/20/2015,22,0.0628,133.5011,297.4296,-0.2320,94.3383,-1.0000,0.6180
2/20/2015,23,0.2510,142.7940,314.7696,-0.7032,97.3217,-1.0000,1.2771
2/21/2015,0,0.1762,149.1105,338.7680,-0.9635,97.5633,-1.0000,0.4783
2/21/2015,1,0.3177,150.4310,92.0020,-0.9064,95.7100,-1.0000,0.0372
2/21/2015,2,-0.3335,146.1729,35.0133,-1.9714,98.0333,-1.0000,1.7716
2/21/2015,3,0.3170,137.9939,55.1940,-2.2969,97.9850,-1.0000,0.1232
2/21/2015,4,0.3970,127.7731,69.8424,-2.3483,98.0567,-1.0000,0.4699
2/21/2015,5,0.5921,116.6201,81.3208,-2.4370,97.5200,-1.0000,0.1759
2/21/2015,6,0.7104,105.1280,91.2562,-2.3646,96.3333,-1.0000,0.6011
2/21/2015,7,2.4286,93.5851,100.7006,-2.3332,95.1717,-1.0000,0.4891
2/21/2015,8,45.1200,82.4638,110.4453,-2.0185,95.2050,38.5500,0.2152
2/21/2015,9,87.8049,72.1587,121.2176,-1.6319,92.1400,88.1333,1.1636
2/21/2015,10,140.9037,63.0251,133.7600,-1.5783,91.3467,96.9667,2.0465
2/21/2015,11,177.1746,55.8039,148.7210,-1.4871,90.7600,98.2000,2.0704
2/21/2015,12,146.1523,51.3710,166.2047,-1.4676,90.9383,99.3000,2.2577
2/21/2015,13,125.3874,50.4862,185.1500,-1.3842,86.5817,98.9500,2.3435
2/21/2015,14,155.7663,53.3281,203.5322,-1.0346,81.5335,98.8333,2.0844
2/21/2015,15,123.6180,59.3556,219.7243,-1.2078,88.5707,97.8167,1.6798
2/21/2015,16,53.2772,67.6931,233.3436,-4.0081,94.5550,96.3167,4.9279
2/21/2015,17,45.8695,77.5317,244.8646,-6.2804,93.7167,89.5167,3.7673
2/21/2015,18,6.9284,88.2414,255.0180,-6.8514,92.9083,4.0500,4.1435
2/21/2015,19,-0.3849,99.7149,264.5389,-7.3765,92.8117,-1.0000,3.0438
2/21/2015,20,-0.3374,111.2122,274.1738,-7.9441,92.2433,-1.0000,3.6175
2/21/2015,21,-0.3568,122.5506,284.8242,-9.0458,91.1467,-1.0000,3.7347
2/21/2015,22,0.0845,133.2594,297.8032,-9.6972,90.5333,-1.0000,3.1700
2/21/2015,23,0.0238,142.5083,315.1374,-10.0410,90.1483,-1.0000,2.6443
2/22/2015,0,0.1446,148.7725,339.0153,-10.4468,89.8650,-1.0000,2.7171
2/22/2015,1,0.1733,150.0698,91.9821,-10.8092,89.8900,-1.0000,2.1977
2/22/2015,2,0.1036,145.8364,34.7733,-11.2370,89.4067,-1.0000,2.3235
2/22/2015,3,0.1640,137.6966,54.8821,-11.5403,89.1617,-1.0000,1.5586
2/22/2015,4,0.1912,127.5045,69.5316,-11.5538,89.0650,-1.0000,1.1346
2/22/2015,5,0.2992,116.3664,81.0281,-11.7815,88.6300,-1.0000,1.1123
2/22/2015,6,0.3050,104.8780,90.9813,-11.7852,88.6100,-1.0000,0.8765
2/22/2015,7,1.0903,93.3275,100.4398,-12.0245,88.2150,-1.0000,1.6628
2/22/2015,8,28.4769,82.1987,110.1970,-12.4045,87.1467,43.1167,1.6982
2/22/2015,9,115.4488,71.8693,120.9855,-11.5512,85.7583,95.1167,1.2895
2/22/2015,10,197.7232,62.7088,133.5574,-11.2477,83.4680,97.2833,2.0581
2/22/2015,11,361.8090,55.4602,148.5760,-12.0130,81.4558,99.1000,2.8540
2/22/2015,12,406.2238,51.0090,166.1562,-12.3553,78.4242,99.5263,2.5969
2/22/2015,13,409.6745,50.1265,185.2222,-11.8818,73.6617,99.6167,2.1110
2/22/2015,14,384.5416,52.9927,203.7096,-11.6910,72.9432,99.3333,2.2015
2/22/2015,15,317.2948,59.0561,219.9665,-11.8678,73.8873,98.1833,2.3617
2/22/2015,16,192.9961,67.4292,233.6165,-12.5315,79.3517,96.6167,2.1679
2/22/2015,17,88.5529,77.2972,245.1511,-13.1248,85.0617,89.2167,1.8638
2/22/2015,18,15.9482,88.0248,255.3138,-13.6062,85.4783,9.5833,1.6659
2/22/2015,19,0.2664,99.5095,264.8465,-13.9495,85.5517,-1.0000,1.5850
2/22/2015,20,0.2181,111.0072,274.4996,-13.9445,85.8750,-1.0000,1.0464
2/22/2015,21,0.2401,122.3342,285.1749,-13.9892,85.1233,-1.0000,0.4076
2/22/2015,22,0.3249,133.0164,298.1790,-13.9893,84.9083,-1.0000,0.1611
2/22/2015,23,0.4039,142.2207,315.5066,-13.9493,84.7300,-1.0000,0.0000
2/23/2015,0,0.6267,148.4323,339.2642,-13.8798,85.4233,-1.0000,0.3080
2/23/2015,1,1.4155,149.7057,91.9674,-14.0925,86.0033,-1.0000,0.6010
2/23/2015,2,1.3162,145.4960,34.5396,-14.2457,86.5250,-1.0000,0.2409
2/23/2015,3,2.0198,137.3948,54.5745,-14.2260,85.5500,-1.0000,0.0831
2/23/2015,4,1.9043,127.2313,69.2230,-14.6937,85.8167,-1.0000,0.2211
2/23/2015,5,1.9095,116.1085,80.7364,-14.7228,85.7383,-1.0000,0.5634
2/23/2015,6,2.7993,104.6240,90.7066,-14.9188,86.1933,-1.0000,0.6647
2/23/2015,7,5.3630,93.0581,100.1789,-14.8282,86.3700,-1.0000,0.0000
2/23/2015,8,89.3518,81.9298,109.9484,-14.1427,85.7950,54.6000,0.3875
2/23/2015,9,202.6076,71.5764,120.7528,-12.1840,77.2585,60.9000,0.5188
2/23/2015,10,313.9212,62.3891,133.3545,-12.0623,75.6198,95.7667,1.1264
2/23/2015,11,456.3398,55.1132,148.4316,-9.8758,65.0918,95.9500,0.6210
2/23/2015,12,609.9347,50.6441,166.1101,-8.3891,60.3760,65.6667,0.5834
2/23/2015,13,715.3026,49.7645,185.2989,-7.1747,58.2935,31.1167,0.9837
2/23/2015,14,612.3449,52.6561,203.8928,-7.4812,58.5722,44.4211,0.7011
2/23/2015,15,577.7996,58.7562,220.2144,-7.0263,55.3037,0.0000,1.2752
2/23/2015,16,407.6184,67.1654,233.8944,-5.9765,54.3333,0.1333,0.3377
2/23/2015,17,209.7391,77.0630,245.4419,-5.2258,55.4783,0.4000,0.1362
2/23/2015,18,34.1224,87.8087,255.6133,-7.1390,65.8033,-0.5500,0.1515
2/23/2015,19,5.5549,99.3042,265.1575,-7.9937,71.7302,-1.0000,0.6134
2/23/2015,20,6.4054,110.8021,274.8283,-6.4928,63.8287,-1.0000,1.5200
2/23/2015,21,6.5678,122.1172,285.5283,-5.2865,59.3188,-1.0000,1.9267
2/23/2015,22,6.7229,132.7721,298.5567,-4.4257,57.1712,-1.0000,2.1008
2/23/2015,23,6.5886,141.9313,315.8767,-4.0724,57.3817,-1.0000,1.5424
2/24/2015,0,6.4885,148.0898,339.5146,-4.4659,59.1933,-1.0000,1.5478
2/24/2015,1,6.5946,149.3388,85.9577,-4.5761,63.3898,-1.0000,2.6978
2/24/2015,2,7.4916,145.1518,34.3123,-4.1159,61.0075,-1.0000,3.0309
2/24/2015,3,7.4039,137.0885,54.2712,-3.9685,55.7420,-1.0000,2.9554
2/24/2015,4,7.6436,126.9537,68.9167,-3.8749,50.8532,-1.0000,3.0982
2/24/2015,5,7.5518,115.8463,80.4458,-3.5106,46.5757,-1.0000,3.0715
2/24/2015,6,7.1189,104.3660,90.4323,-3.5730,45.6695,-1.0000,2.8250
2/24/2015,7,12.8696,92.7938,99.9179,-3.7903,44.9477,-1.0000,2.4026
2/24/2015,8,130.7106,81.6572,109.6994,-3.0061,41.8135,-0.0500,2.2020
2/24/2015,9,337.3374,71.2802,120.5197,-0.6392,37.4180,0.0000,1.0760
2/24/2015,10,523.5729,62.0662,133.1513,0.8768,41.9232,0.0000,0.9458
2/24/2015,11,666.7331,54.7631,148.2877,2.8977,35.6177,0.0000,0.4422
2/24/2015,12,750.3159,50.2764,166.0662,4.3852,33.3813,0.0000,0.6998
2/24/2015,13,765.0577,49.4004,185.3801,6.1132,27.0772,0.0000,0.6064
2/24/2015,14,707.9559,52.3183,204.0817,9.1503,16.2558,0.0000,0.1474
2/24/2015,15,589.2399,58.4561,220.4680,7.2040,22.6813,0.0000,0.6167
2/24/2015,16,420.4440,66.9019,234.1773,6.5882,24.4707,0.0000,0.6151
2/24/2015,17,164.5828,76.8293,245.7370,5.8327,28.1720,0.0000,0.5118
2/24/2015,18,37.6430,87.5845,255.9164,4.0439,36.1733,-0.5333,0.6063
2/24/2015,19,5.8600,99.0992,265.4716,1.2420,47.8632,-1.0000,1.4905
2/24/2015,20,6.0621,110.5969,275.1599,0.7731,50.1175,-1.0000,1.4386
2/24/2015,21,5.8106,121.8996,285.8841,0.0952,51.6478,-1.0000,1.7742
2/24/2015,22,5.8254,132.5267,298.9363,-0.8065,56.9207,-1.0000,1.6138
2/24/2015,23,5.3139,141.6402,316.2478,-0.1144,50.3105,-1.0000,1.4872
2/25/2015,0,4.5238,147.7453,339.7661,2.1989,34.4685,-1.0000,1.1842
2/25/2015,1,4.4535,148.9692,85.9526,4.7911,32.3113,-1.0000,2.6158
2/25/2015,2,3.2895,144.8039,34.0910,5.2776,34.4233,-1.0000,5.2763
2/25/2015,3,2.7697,136.7780,53.9722,5.1695,35.0165,-1.0000,4.8583
2/25/2015,4,4.4848,126.6718,68.6127,4.9945,37.0500,-1.0000,5.7449
2/25/2015,5,4.2380,115.5800,80.1564,4.7782,36.4543,-1.0000,5.7717
2/25/2015,6,4.0947,104.1042,90.1584,4.5293,37.4142,-1.0000,6.6354
2/25/2015,7,11.1860,92.5178,99.6569,4.2941,35.0912,-1.0000,5.9050
2/25/2015,8,83.7329,81.3811,109.4501,4.6092,33.5830,35.4333,4.0749
2/25/2015,9,314.9337,70.9808,120.2862,5.5456,30.7955,9.0000,2.9552
2/25/2015,10,441.8394,61.7402,132.9477,6.2366,31.1465,14.2167,3.2629
2/25/2015,11,666.3851,54.4100,148.1443,6.2665,33.4543,62.0167,4.8996
2/25/2015,12,302.1671,49.9059,166.0246,2.7585,57.0768,99.4000,4.4784
2/25/2015,13,232.7082,49.0342,185.4658,1.0321,83.1108,99.2500,2.7104
2/25/2015,14,155.6973,51.9794,204.2765,-0.2158,95.5317,98.2667,2.0182
2/25/2015,15,109.7961,58.1557,220.7272,-0.1691,94.7433,96.8000,0.0475
2/25/2015,16,64.9606,66.6388,234.4651,-2.2088,97.1767,95.9833,2.5083
2/25/2015,17,44.3339,76.5961,246.0362,-3.0090,97.4067,93.1500,2.5681
2/25/2015,18,7.8431,87.3694,256.2231,-3.5647,96.8550,20.5000,2.4175
2/25/2015,19,-0.4757,98.8945,265.7889,-4.0644,96.4617,-1.0000,1.1092
2/25/2015,20,-0.6055,110.3916,275.4942,-4.0225,96.5083,-1.0000,1.7107
2/25/2015,21,-0.6569,121.6814,286.2422,-4.3794,96.1000,-1.0000,1.8369
2/25/2015,22,-0.6130,132.2801,299.3176,-4.6742,95.7067,-1.0000,1.3891
2/25/2015,23,-1.4401,141.3474,316.6195,-7.0293,93.4033,-1.0000,4.4283
2/26/2015,0,-0.6433,147.3988,340.0187,-8.2251,92.3367,-1.0000,2.5908
2/26/2015,1,-0.6190,148.5971,85.9520,-8.9062,91.6067,-1.0000,1.8625
2/26/2015,2,-0.4991,144.4524,33.8758,-9.7423,90.7483,-1.0000,1.9867
2/26/2015,3,-0.2904,136.4633,53.6774,-10.3670,90.1617,-1.0000,1.7865
2/26/2015,4,1.2439,126.3857,68.3111,-10.8040,89.7967,-1.0000,0.2219
2/26/2015,5,1.3388,115.3098,79.8681,-11.1837,89.3417,-1.0000,0.3117
2/26/2015,6,1.6552,103.8388,89.8850,-12.0635,88.7267,-1.0000,0.4866
2/26/2015,7,4.4266,92.2472,99.3960,-11.8678,88.7217,-1.0000,1.4473
2/26/2015,8,70.3502,81.1015,109.2005,-11.8403,88.5083,74.9667,1.6325
2/26/2015,9,181.0769,70.6784,120.0522,-11.2000,88.4500,97.0833,1.5841
2/26/2015,10,328.7676,61.4113,132.7439,-9.9582,88.3800,98.1500,1.5565
2/26/2015,11,301.3258,54.0540,148.0014,-9.3548,88.2983,99.3000,1.0110
2/26/2015,12,286.2591,49.5328,165.9853,-9.8048,88.1650,99.8000,2.2192
2/26/2015,13,370.6515,48.6661,185.5561,-9.6105,87.8717,99.7833,2.5199
2/26/2015,14,426.5282,51.6395,204.4769,-9.2353,86.2617,99.6667,2.8442
2/26/2015,15,311.2127,57.8553,220.9919,-9.8377,86.0500,98.4643,3.0815
2/26/2015,16,180.1856,66.3760,234.7577,-10.1632,88.3333,96.5333,2.1381
2/26/2015,17,117.4734,76.3634,246.3394,-10.2467,88.5483,94.1167,1.7355
2/26/2015,18,19.6059,87.1548,256.5332,-10.8397,88.6717,26.2000,1.5153
2/26/2015,19,-0.4313,98.6901,266.1091,-11.0708,89.3800,-1.0000,1.8682
2/26/2015,20,-0.5465,110.1862,275.8311,-11.6903,88.5517,-1.0000,2.6890
2/26/2015,21,-0.3207,121.4627,286.6025,-12.1927,88.1667,-1.0000,2.4507
2/26/2015,22,0.0736,132.0323,299.7003,-12.5675,87.7733,-1.0000,1.7712
2/26/2015,23,0.4422,141.0529,316.9916,-12.7780,87.6033,-1.0000,1.0591
2/27/2015,0,0.6217,147.0503,340.2720,-13.0660,87.2600,-1.0000,1.5228
2/27/2015,1,0.3761,148.2225,85.9556,-13.1370,87.1700,-1.0000,1.4321
2/27/2015,2,0.9680,144.0975,33.6665,-13.6882,86.4417,-1.0000,1.0550
2/27/2015,3,2.3779,136.1447,53.3870,-14.8313,85.6617,-1.0000,0.3406
2/27/2015,4,3.4440,126.0956,68.0121,-15.3930,86.0750,-1.0000,0.0000
2/27/2015,5,1.3781,115.0358,79.5811,-14.9237,85.9433,-1.0000,0.7152
2/27/2015,6,0.8018,103.5697,89.6122,-14.5785,86.1633,-1.0000,0.1129
2/27/2015,7,5.1616,91.9736,99.1351,-14.4437,86.2650,-0.9667,0.0000
2/27/2015,8,79.2070,80.8187,108.9507,-13.7728,86.5583,63.7500,0.0041
2/27/2015,9,236.8889,70.3730,119.8177,-12.7037,86.1767,50.9667,0.4748
2/27/2015,10,370.0920,61.0795,132.5398,-9.7178,83.9100,27.2167,0.6586
2/27/2015,11,634.3336,53.6952,147.8589,-8.2821,79.8205,20.3167,1.4455
2/27/2015,12,499.4395,49.1572,165.9482,-8.9072,79.7120,78.6333,1.4825
2/27/2015,13,525.6233,48.2962,185.6508,-8.7483,78.8332,91.0000,1.3847
2/27/2015,14,478.4998,51.2989,204.6830,-9.1115,77.7802,99.0500,1.5097
2/27/2015,15,318.9137,57.5549,221.2622,-10.0245,79.4250,98.3333,1.9215
2/27/2015,16,219.1414,66.1137,235.0549,-10.6577,81.2865,96.5667,1.9940
2/27/2015,17,167.3090,76.1313,246.6465,-11.0923,81.4167,76.1333,2.1097
2/27/2015,18,43.1893,86.9408,256.8465,-11.9672,81.4317,21.6333,1.4249
2/27/2015,19,2.2552,98.4860,266.4321,-12.6960,84.7683,-1.0000,1.3540
2/27/2015,20,4.0141,109.9807,276.1705,-13.0268,85.4400,-1.0000,0.5338
2/27/2015,21,4.6244,121.2433,286.9648,-13.0838,84.7383,-1.0000,0.0000
2/27/2015,22,4.2836,131.7834,300.0842,-13.1377,85.6717,-1.0000,0.0000
2/27/2015,23,4.9858,140.7567,317.3639,-13.2370,85.5650,-1.0000,0.0000
2/28/2015,0,4.9104,146.6999,340.5258,-13.7413,83.5810,-1.0000,0.4589
2/28/2015,1,4.8774,147.8456,85.9632,-13.9382,82.5650,-1.0000,0.8390
2/28/2015,2,4.7956,143.7394,33.4629,-13.5817,84.6550,-1.0000,0.0857
2/28/2015,3,4.8940,135.8223,53.1008,-14.1168,87.3317,-1.0000,0.0000
2/28/2015,4,4.6878,125.8017,67.7155,-13.8547,87.9650,-1.0000,0.1479
2/28/2015,5,4.5720,114.7580,79.2954,-14.2288,87.1800,-1.0000,0.1514
2/28/2015,6,4.4818,103.2973,89.3399,-14.4392,86.4767,-1.0000,0.2226
2/28/2015,7,14.8412,91.6886,98.8743,-14.7998,86.5233,-0.9000,0.3333
2/28/2015,8,166.4795,80.5327,108.7006,-13.8643,84.2850,0.8167,0.7316
2/28/2015,9,372.0668,70.0648,119.5828,-11.4864,77.4208,0.3500,1.7267
2/28/2015,10,546.3148,60.7450,132.3352,-7.1380,64.3338,1.2167,1.2455
2/28/2015,11,618.5584,53.3338,147.7168,-7.0196,62.1800,29.4333,2.3563
2/28/2015,12,619.5448,48.7792,165.9133,-6.5409,60.2635,60.3667,2.0783
2/28/2015,13,791.2968,47.9245,185.7500,-5.5427,57.1373,61.0500,1.9628
2/28/2015,14,537.4599,50.9575,204.8948,-6.2902,58.9885,67.6667,2.0487
2/28/2015,15,550.0585,57.2545,221.5379,-5.7938,58.2763,28.3167,1.6901
2/28/2015,16,339.2378,65.8520,235.3568,-5.9383,60.7453,54.8167,1.2690
2/28/2015,17,118.7116,75.8999,246.9573,-6.9634,67.1540,93.5000,1.1754
2/28/2015,18,24.1541,86.7273,257.1630,-7.5272,72.5778,20.6667,1.0367
2/28/2015,19,1.0149,98.2822,266.7578,-7.8950,75.7338,-1.0000,0.4228
2/28/2015,20,0.9904,109.7752,276.5121,-7.6221,78.6125,-1.0000,0.0708
2/28/2015,21,3.1882,121.0234,287.3289,-8.0409,81.1530,-1.0000,0.1288
2/28/2015,22,2.5585,131.5334,300.4692,-8.2325,81.2877,-1.0000,0.1612
2/28/2015,23,1.8957,140.4590,317.7363,-8.2937,78.5123,-1.0000,0.0576
3/1/2015,0,4.0201,146.3477,340.7799,-8.6085,80.7457,-1.0000,0.2660
3/1/2015,1,3.6531,147.4665,85.9745,-9.3558,81.6100,-1.0000,0.2637
3/1/2015,2,4.4929,143.3782,33.2649,-9.7288,79.9562,-1.0000,0.7319
3/1/2015,3,3.9985,135.4963,52.8188,-10.5298,81.9393,-1.0000,0.7576
3/1/2015,4,0.6321,125.5040,67.4214,-9.0312,92.9583,-1.0000,1.0610
3/1/2015,5,0.0824,114.4768,79.0111,-9.0383,87.8350,-1.0000,0.6296
3/1/2015,6,0.5959,103.0215,89.0682,-8.2073,89.2250,-1.0000,0.0803
3/1/2015,7,12.7427,91.4093,98.6136,-8.3073,88.5867,-0.3500,0.2586
3/1/2015,8,129.9624,80.2438,108.4503,-8.3778,85.4250,80.8333,2.1067
3/1/2015,9,206.7657,69.7540,119.3475,-7.9815,82.8317,92.9167,1.9248
3/1/2015,10,365.4601,60.4080,132.1302,-6.4180,74.8735,96.0333,1.3126
3/1/2015,11,569.8398,52.9700,147.5749,-5.3438,68.7787,88.7333,1.6826
3/1/2015,12,443.7002,48.3990,165.8805,-4.7413,63.1635,99.1333,1.0439
3/1/2015,13,459.9163,47.5513,185.8536,-3.6300,58.5052,99.2500,0.3358
3/1/2015,14,373.5418,50.6154,205.1122,-3.4965,59.0272,99.3390,0.5615
3/1/2015,15,309.2319,56.9544,221.8189,-4.1876,64.4990,98.8167,1.0061
3/1/2015,16,220.1753,65.5909,235.6631,-4.5077,67.7715,97.4167,1.1635
3/1/2015,17,131.4426,75.6692,247.2718,-4.9145,70.3353,95.8333,0.9774
3/1/2015,18,27.2236,86.5144,257.4825,-5.5517,74.5648,26.2167,1.3545
3/1/2015,19,1.4708,98.0787,267.0861,-5.6796,75.2960,-1.0000,1.5789
3/1/2015,20,1.0588,109.5696,276.8559,-5.9061,76.7413,-1.0000,1.2052
3/1/2015,21,1.4932,120.8029,287.6947,-6.1293,76.4923,-1.0000,0.6040
3/1/2015,22,2.3768,131.2822,300.8551,-6.3245,77.9967,-1.0000,0.3223
3/1/2015,23,3.3179,140.1597,318.1084,-6.7327,79.7487,-1.0000,1.2141
3/2/2015,0,4.2086,145.9938,341.0342,-7.5941,82.0587,-1.0000,0.6313
3/2/2015,1,4.2918,147.0853,79.9893,-8.0366,82.4420,-1.0000,1.6251
3/2/2015,2,4.4894,143.0141,33.0723,-8.0412,79.0423,-1.0000,0.9911
3/2/2015,3,4.3763,135.1668,52.5411,-8.4986,82.0745,-1.0000,0.7605
3/2/2015,4,4.2224,125.2028,67.1298,-8.9315,80.8993,-1.0000,1.3709
3/2/2015,5,4.2572,114.1921,78.7281,-9.0977,80.0760,-1.0000,1.0379
3/2/2015,6,4.3936,102.7426,88.7972,-9.0797,79.0515,-1.0000,1.1425
3/2/2015,7,13.9234,91.1190,98.3530,-8.6221,80.8413,-0.7833,1.0729
3/2/2015,8,141.2543,79.9521,108.1997,-6.4413,71.0088,5.2333,0.1710
3/2/2015,9,347.5638,69.4406,119.1116,-5.7227,70.7275,7.3667,1.3934
3/2/2015,10,539.1943,60.0685,131.9248,-3.2967,63.3815,3.9500,1.2744
3/2/2015,11,683.3221,52.6037,147.4334,-2.0498,61.3975,0.3333,1.4040
3/2/2015,12,763.6735,48.0166,165.8499,-1.6468,62.0308,0.0000,1.7194
3/2/2015,13,770.1162,47.1766,185.9616,-0.4992,59.3823,0.6333,1.7562
3/2/2015,14,675.3539,50.2729,205.3352,0.1312,60.0772,9.2167,1.7035
3/2/2015,15,501.6319,56.6545,222.1052,1.0058,58.5058,45.7000,1.2666
3/2/2015,16,339.3979,65.3305,235.9738,0.6047,62.3105,65.9667,1.4992
